sentence,source_index,cluster
the tokenized bitcoin  imbtc  traded down 1.9% against the us dollar during the 24 hour period ending at 17 00 pm eastern on october 7th.,1037,0
the tokenized bitcoin has a total market capitalization of  23.19 million and  12 528.00 worth of the tokenized bitcoin was traded on exchanges in the last day.,1037,0
one the tokenized bitcoin token can currently be bought for approximately  20 069.81 or 0.99343632 btc on major cryptocurrency exchanges.,1037,0
in the last seven days  the tokenized bitcoin has traded 6% lower against the us dollar.the tokenized bitcoin  imbtc  price hits  20 069.81 on major exchanges,1037,0
different governments around the world are classifying it as a royalty.,1038,2
bitcoin is market driven  as more people put money into the currency  the value is raised.,1038,1
it is also anonymous  and is the reason transaction fees are fast  easy  and low cost.,1038,1
canadianbitcoincasinos.com is a trusted bitcoin casino guide.,1038,1
we offer you only fresh and secure bitcoin casino listings.,1038,1
majority of the licensing information can be found at the bottom of each bitcoin casino.,1038,1
it s good to know that withdrawals undergo a processing period  after which they will start making their way to you.best crypto casinos the best canadian crypto casinos,1038,1
bitcoin balances and revenues hit all time highs amid flight to qualitynew york  oct.,1039,0
3  2022  prnewswire     nydig  a leading bitcoin company  today announced the promotion of executives tejas shah and nate conrad to the roles of ceo and president  respectively.,1039,2
nydig s bitcoin balances hit all time highs in q3  up almost 100% year over year  and revenue is up 130% through q2  with another increase when the firm closes its books on q3.,1039,0
building on this momentum  shah and conrad will focus on accelerating nydig s investment in its industry leading mining solutions franchise serving the largest north american miners and in its platform technology business  helping banks and non bank enterprises utilize the lightning network for next generation wallets and global payments.nydig promotes leaders amidst record bitcoin balances,1039,1
277 bitcoin mined  bringing reserves to 8 388toronto  oct.,1040,0
4  2022  prnewswire    hut 8 mining corp.,1040,2
nasdaq  hut   tsx  hut     hut 8  or the  company   one of north america s largest  innovation focused digital asset mining pioneers and high performance computing infrastructure provider  increased our bitcoin holdings by 277 in the period ending september 30  bringing our total self mined holdings to 8 388 bitcoin.hut 8 mining corp.,1040,1
logo  cnw group hut 8 mining corp  prnewswire production highlights for september 2022 277 bitcoin were generated  resulting in an average production rate of approximately 9.hut 8 mining production and operations update for september 2022,1040,1
robert kiyosaki  businessman and best selling author of rich dad poor dad has called bitcoin  silver and gold a  buying opportunity  amid the strengthening united states dollar and continued interest rate hikes.,1041,1
2 twitter post to his 2.1 million followers  the author noted the prices of the three commodities   sometimes referred to as  safe haven  assets   would continue getting lower as the u.s.,1041,0
dollar strengthens  proving its worth once the  fed pivots  and drops interest rates.,1041,0
buying opportunity  if fed continues raising interest rates us   will get stronger causing gold  silver   bitcoin prices to go lower.robert kiyosaki calls bitcoin a  buying opportunity  as us dollar surges,1041,0
lightning bitcoin  lbtc  traded up 5.4% against the u.s.,1042,0
dollar during the 1 day period ending at 10 00 am eastern on october 7th.,1042,0
one lightning bitcoin coin can currently be purchased for  0.39 or 0.00001996 btc on major cryptocurrency exchanges.,1042,0
lightning bitcoin has a market cap of  1.51 million and  158 917.00 worth of lightning bitcoin was traded on exchanges in the last day.,1042,0
in the last seven days  lightning bitcoin has traded up 22.5% against the u.s.,1042,0
here s how related cryptocurrencies have performed in the last day   dogecoin  doge  traded up 1.lightning bitcoin  lbtc  hits 24 hour volume of  158 917.00,1042,0
lightning bitcoin  lbtc  traded 5.4% higher against the us dollar during the 24 hour period ending at 16 00 pm e.t.,1043,0
on october 9th.,1043,2
lightning bitcoin has a total market capitalization of  1.52 million and approximately  158 917.00 worth of lightning bitcoin was traded on exchanges in the last 24 hours.,1043,0
one lightning bitcoin coin can currently be purchased for  0.39 or 0.00002029 btc on cryptocurrency exchanges.,1043,0
in the last seven days  lightning bitcoin has traded 22.5% higher against the us dollar.lightning bitcoin reaches market capitalization of  1.52 million  lbtc,1043,0
web3 technology eth pbs inclusionterms of useprivacy policydo not sell my infohelp centeraboutprivacy centric zcash blockchain is suffering from a spamming attack that resulted in tripling its size to over 100 gb.,1044,2
according to blockchain data  miners in the network verified a block with four  shielded transaction outputs  at 1832666 block height.,1044,2
twitter user  xenumonero  was the first one to detect the blow up in the size of the chain.,1044,2
the activity appeared to have maxed each 2 mb block every 75 seconds.vitalik buterin proposes ways to mitigate eth censorship,1044,2
terms of useprivacy policydo not sell my infohelp centeraboutthe mt.,1045,2
gox hack was a watershed second for bitcoin.,1045,1
and the long run reimbursement to the affected individuals will certainly be one other one.,1045,2
since we re in a bear market  most individuals fear about what impact will these 140k btc can have available on the market.,1045,0
will the mt.,1045,2
gox class show to be holders or will they promote all of it as quickly as they get it  that s a query for an additional day  because the mt.,1045,2
gox class has till january tenth  2023  to finish registration and choose their most well liked fee technique.upbit reveals plans to use terra classic  lunc  transaction fees,1045,2
as the platform passes one year since its bitcoin nft marketplace was released  gamma.io has launched a .btc domain marketplace for web3 decentralized identities.palo alto  calif.,1046,1
5  2022  prnewswire     gamma.io  the leading open marketplace for bitcoin nfts  has announced the launch of its bns marketplace for .btc decentralized identities and domains  built on the stacks programming layer for bitcoin.,1046,1
within hours  the domain marketplace was trending  with .btc domains becoming the most popular nfts on the platform.leading bitcoin nft marketplace gamma.io announces .btc domain marketplace,1046,1
